DATE,AUD,CAD,CHF,EUR,GBP,JPY,NOK,NZD,SEK,USD
2019-06-28,0.70205,1.3092,0.9762,0.8795074758135444,0.7877116975187081,107.895,8.5328,0.6718999999999999,9.283,1.0
2019-06-27,0.7009,1.3095500000000002,0.9764999999999999,0.8795074758135444,0.7888612787441327,107.795,8.5139,0.6699999999999999,9.2772,1.0
2019-06-26,0.6985,1.3127,0.97805,0.8795461541844407,0.7880220646178092,107.785,8.4954,0.6679999999999999,9.2622,1.0
2019-06-25,0.6958,1.3169,0.9754,0.8797395970792645,0.7874635798094338,107.185,8.533999999999999,0.6639999999999999,9.2783,1.0
2019-06-24,0.6962,1.3179,0.972,0.8773469029654326,0.7848985518621718,107.295,8.4804,0.6618999999999999,9.2793,1.0
2019-06-21,0.6924,1.3223,0.9763999999999999,0.8796622097114708,0.7848061528802386,107.315,8.497,0.6589,9.3524,1.0
2019-06-20,0.6923,1.3191,0.982,0.8855827134254339,0.7873395795606645,107.305,8.5552,0.6587000000000001,9.4162,1.0
2019-06-19,0.6882,1.328,0.9942,0.8907892392659896,0.7910766553279013,108.105,8.70585,0.65385,9.4892,1.0
2019-06-18,0.6877,1.33775,1.0002499999999999,0.893415527561869,0.7963368504877564,108.455,8.7424,0.653,9.535,1.0
2019-06-17,0.6853,1.3413,0.9991,0.8914244963451596,0.7978299026647518,108.555,8.7355,0.6495,9.4817,1.0
2019-06-14,0.6873,1.3413,0.99905,0.8921402444464269,0.7941550190597205,108.565,8.71725,0.6492,9.487,1.0
2019-06-13,0.6914,1.3326,0.9938,0.8867606632969762,0.7889857588070535,108.385,8.6802,0.6569,9.4829,1.0
2019-06-12,0.6929,1.3343,0.9956,0.8857788210283891,0.7881152224455216,108.505,8.6583,0.6574,9.475,1.0
2019-06-11,0.69625,1.3281,0.9924,0.882495697833473,0.7859163784973279,108.52000000000001,8.6304,0.65835,9.4511,1.0
2019-06-10,0.69635,1.3267,0.9898,0.8838216447920809,0.7883016041937646,108.445,8.6577,0.6609,9.4184,1.0
2019-06-07,0.6999,1.32675,0.9878,0.8823788934968676,0.7851758793969849,108.195,8.6258,0.6666,9.3982,1.0
2019-06-06,0.6977,1.3363,0.9913000000000001,0.8868393047179851,0.7873705759615763,108.415,8.6905,0.6622,9.4186,1.0
2019-06-05,0.6970000000000001,1.3415,0.9948,0.8911861687906603,0.7882705344474223,108.465,8.7391,0.662,9.4459,1.0
2019-06-04,0.6991,1.3392,0.9921,0.8887308922858159,0.7875255945818239,108.14500000000001,8.695599999999999,0.66075,9.4367,1.0
2019-06-03,0.6977,1.34355,0.9925999999999999,0.8896005693443643,0.7896087488649375,108.075,8.7082,0.6597999999999999,9.4444,1.0
2019-05-31,0.6939,1.3514,1.001,0.8953353030710001,0.7916089451810806,108.275,8.755700000000001,0.6536,9.49655,1.0
2019-05-30,0.6912,1.35,1.0078,0.8984322357486187,0.7931472081218275,109.615,8.7716,0.6511,9.5364,1.0
2019-05-29,0.69175,1.3521,1.0077,0.8983918785374181,0.7919223916056226,109.595,8.75205,0.6511,9.5509,1.0
2019-05-28,0.69245,1.3492,1.0077,0.8960172035303078,0.790295175247955,109.375,8.7241,0.6543,9.5973,1.0
2019-05-27,0.6919500000000001,1.3443,1.00385,0.8929767379559762,0.7887368379540165,109.515,8.7055,0.65455,9.5807,1.0
2019-05-24,0.6924,1.3437999999999999,1.0018,0.8924985496898568,0.7865654619105675,109.305,8.6861,0.6553,9.5407,1.0
2019-05-23,0.69005,1.34735,1.0033,0.8944143821832653,0.7901390644753477,109.61,8.7585,0.6518999999999999,9.6163,1.0
2019-05-22,0.6881999999999999,1.3431,1.0097,0.8966599417171037,0.78976465013426,110.355,8.7579,0.6495,9.631250000000001,1.0
2019-05-21,0.68835,1.3408,1.0110999999999999,0.8960172035303078,0.7869987801518908,110.505,8.760100000000001,0.6508499999999999,9.6506,1.0
2019-05-20,0.69085,1.3428,1.0085,0.8952150754218702,0.7857311228097745,110.065,8.791599999999999,0.6534,9.6642,1.0
2019-05-17,0.6869000000000001,1.3457,1.01065,0.8962179602079224,0.7861635220125786,110.085,8.793600000000001,0.6521,9.643,1.0
2019-05-16,0.6893,1.34595,1.01,0.8949346697691068,0.7814331483941549,109.855,8.7455,0.6536,9.6385,1.0
2019-05-15,0.6928,1.34375,1.00875,0.8926977325477593,0.778179837360414,109.595,8.7166,0.65635,9.6006,1.0
2019-05-14,0.69435,1.3461,1.0087,0.8925383791503034,0.7748033936388642,109.605,8.7457,0.6576,9.6037,1.0
2019-05-13,0.6944,1.3477000000000001,1.0063499999999999,0.8909479686386315,0.7717538105344396,109.305,8.768,0.6568,9.6391,1.0
2019-05-10,0.7001,1.34125,1.0117500000000001,0.8900756564307967,0.7692011845698241,109.945,8.712299999999999,0.6598999999999999,9.6128,1.0
2019-05-09,0.6989,1.34775,1.01505,0.8910670527957227,0.768314701701817,109.75999999999999,8.7839,0.6591,9.651299999999999,1.0
2019-05-08,0.6989,1.3479,1.0203,0.8935352723048744,0.7687281392935388,110.10499999999999,8.771,0.6575,9.6196,1.0
2019-05-07,0.7013499999999999,1.3474,1.0196,0.8935751943526048,0.7647891094030821,110.255,8.741299999999999,0.6603,9.5937,1.0
2019-05-06,0.6990000000000001,1.3448,1.01795,0.8928970043305505,0.7635336336565626,110.775,8.7195,0.6613,9.5627,1.0
2019-05-03,0.7024,1.34205,1.01655,0.8926977325477593,0.7590997077466125,111.105,8.7019,0.66465,9.5405,1.0
